File Name	Sample ID	Batch
SD_240808_001	NIST_1950_1	1
SD_240808_003	NIST_1950_3	1
SD_240808_005	NIST_1950_5	1
SD_240808_007	QC1_1_1	1
SD_240808_009	QC1_1_3	1
SD_240808_011	QC1_1_5	1
SD_240808_013	QC2_1_1	1
SD_240808_015	QC2_1_3	1
SD_240808_017	QC2_1_5	1
SD_240808_019	T1011_1	1
SD_240808_021	T1011_3	1
SD_240808_023	T1011_5	1
SD_240808_025	T1091_1	1
SD_240808_027	T1091_3	1
SD_240808_029	T1091_5	1
SD_240808_031	T1038_1	1
SD_240808_033	T1038_3	1
SD_240808_035	T1038_5	1
SD_240808_037	T2016_1	1
SD_240808_039	T2016_3	1
SD_240808_041	T2016_5	1
SD_240808_043	T2044_1	1
SD_240808_045	T2044_3	1
SD_240808_047	T2044_5	1
SD_240808_049	T2011_1	1
SD_240808_051	T2011_3	1
SD_240808_053	T2011_5	1
SD_240808_055	T2051_1	1
SD_240808_057	T2051_3	1
SD_240808_059	T2051_5	1
SD_240808_061	T2056_1	1
SD_240808_063	T2056_3	1
SD_240808_065	T2056_5	1
SD_240808_067	T2092_1	1
SD_240808_069	T2092_3	1
SD_240808_071	T2092_5	1
SD_240808_073	T2072_1	1
SD_240808_075	T2072_3	1
SD_240808_077	T2072_5	1
SD_240808_079	T2036_1	1
SD_240808_081	T2036_3	1
SD_240808_083	T2036_5	1
SD_240808_085	T1044_1	1
SD_240808_087	T1044_3	1
SD_240808_089	T1044_5	1
SD_240808_091	T1051_1	1
SD_240808_093	T1051_3	1
SD_240808_095	T1051_5	1
SD_240808_097	T2089_1	1
SD_240808_099	T2089_3	1
SD_240808_101	T2089_5	1
SD_240808_103	T1048_1	1
SD_240808_105	T1048_3	1
SD_240808_107	T1048_5	1
SD_240808_109	T1028_1	1
SD_240808_111	T1028_3	1
SD_240808_113	T1028_5	1
SD_240808_115	T2091_1	1
SD_240808_117	T2091_3	1
SD_240808_119	T2091_5	1
SD_240808_121	T1092_1	1
SD_240808_123	T1092_3	1
SD_240808_125	T1092_5	1
SD_240808_127	T1036_1	1
SD_240808_129	T1036_3	1
SD_240808_131	T1036_5	1
SD_240808_133	T1056_1	1
SD_240808_135	T1056_3	1
SD_240808_137	T1056_5	1
SD_240808_139	QC1_2_1	1
SD_240808_141	QC1_2_3	1
SD_240808_143	QC1_2_5	1
SD_240808_145	QC2_2_1	1
SD_240808_147	QC2_2_3	1
SD_240808_149	QC2_2_5	1
SD_240808_151	T1089_1	1
SD_240808_153	T1089_3	1
SD_240808_155	T1089_5	1
SD_240808_157	T2048_1	1
SD_240808_159	T2048_3	1
SD_240808_161	T2048_5	1
SD_240808_163	T2087_1	1
SD_240808_165	T2087_3	1
SD_240808_167	T2087_5	1
SD_240808_169	T2039_1	1
SD_240808_171	T2039_3	1
SD_240808_173	T2039_5	1
SD_240808_175	T1063_1	1
SD_240808_177	T1063_3	1
SD_240808_179	T1063_5	1
SD_240808_181	T1049_1	1
SD_240808_183	T1049_3	1
SD_240808_185	T1049_5	1
SD_240808_187	T2080_1	1
SD_240808_189	T2080_3	1
SD_240808_191	T2080_5	1
SD_240808_193	T2063_1	1
SD_240808_195	T2063_3	1
SD_240808_197	T2063_5	1
SD_240808_199	T1087_1	1
SD_240808_201	T1087_3	1
SD_240808_203	T1087_5	1
SD_240808_205	T2028_1	1
SD_240808_207	T2028_3	1
SD_240808_209	T2028_5	1
SD_240808_211	T2049_1	1
SD_240808_213	T2049_3	1
SD_240808_215	T2049_5	1
SD_240808_217	T1025_1	1
SD_240808_219	T1025_3	1
SD_240808_221	T1025_5	1
SD_240808_223	T2081_1	1
SD_240808_225	T2081_3	1
SD_240808_227	T2081_5	1
SD_240808_229	T1039_1	1
SD_240808_231	T1039_3	1
SD_240808_233	T1039_5	1
SD_240808_235	T2025_1	1
SD_240808_237	T2025_3	1
SD_240808_239	T2025_5	1
SD_240808_241	T2038_1	1
SD_240808_243	T2038_3	1
SD_240808_245	T2038_5	1
SD_240808_247	T1016_1	1
SD_240808_249	T1016_3	1
SD_240808_251	T1016_5	1
SD_240808_253	T1081_1	1
SD_240808_255	T1081_3	1
SD_240808_257	T1081_5	1
SD_240808_259	T1080_1	1
SD_240808_261	T1080_3	1
SD_240808_263	T1080_5	1
SD_240808_265	T1072_1	1
SD_240808_267	T1072_3	1
SD_240808_269	T1072_5	1
SD_240808_271	QC1_3_1	1
SD_240808_273	QC1_3_3	1
SD_240808_275	QC1_3_5	1
SD_240808_277	QC2_3_1	1
SD_240808_279	QC2_3_3	1
SD_240808_281	QC2_3_5	1
SD_240812_001	QC1_1_1	2
SD_240812_003	QC1_1_3	2
SD_240812_005	QC1_1_5	2
SD_240812_007	QC2_1_1	2
SD_240812_009	QC2_1_3	2
SD_240812_011	QC2_1_5	2
SD_240812_013	T2150_1	2
SD_240812_015	T2150_3	2
SD_240812_017	T2150_5	2
SD_240812_019	T1147_1	2
SD_240812_021	T1147_3	2
SD_240812_023	T1147_5	2
SD_240812_025	T1093_1	2
SD_240812_027	T1093_3	2
SD_240812_029	T1093_5	2
SD_240812_031	T2093_1	2
SD_240812_033	T2093_3	2
SD_240812_035	T2093_5	2
SD_240812_037	T1094_1	2
SD_240812_039	T1094_3	2
SD_240812_041	T1094_5	2
SD_240812_043	T1104_1	2
SD_240812_045	T1104_3	2
SD_240812_047	T1104_5	2
SD_240812_049	T2094_1	2
SD_240812_051	T2094_3	2
SD_240812_053	T2094_5	2
SD_240812_055	T2127_1	2
SD_240812_057	T2127_3	2
SD_240812_059	T2127_5	2
SD_240812_061	T2095_1	2
SD_240812_063	T2095_3	2
SD_240812_065	T2095_5	2
SD_240812_067	T1120_1	2
SD_240812_069	T1120_3	2
SD_240812_071	T1120_5	2
SD_240812_073	T2122_1	2
SD_240812_075	T2122_3	2
SD_240812_077	T2122_5	2
SD_240812_079	T1122_1	2
SD_240812_081	T1122_3	2
SD_240812_083	T1122_5	2
SD_240812_085	T2131_1	2
SD_240812_087	T2131_3	2
SD_240812_089	T2131_5	2
SD_240812_091	T2133_1	2
SD_240812_093	T2133_3	2
SD_240812_095	T2133_5	2
SD_240812_097	T1121_1	2
SD_240812_099	T1121_3	2
SD_240812_101	T1121_5	2
SD_240812_103	T2121_1	2
SD_240812_105	T2121_3	2
SD_240812_107	T2121_5	2
SD_240812_109	T2154_1	2
SD_240812_111	T2154_3	2
SD_240812_113	T2154_5	2
SD_240812_115	T1127_1	2
SD_240812_117	T1127_3	2
SD_240812_119	T1127_5	2
SD_240812_121	T1131_1	2
SD_240812_123	T1131_3	2
SD_240812_125	T1131_5	2
SD_240812_127	T2126_1	2
SD_240812_129	T2126_3	2
SD_240812_131	T2126_5	2
SD_240812_133	QC1_2_1	2
SD_240812_135	QC1_2_3	2
SD_240812_137	QC1_2_5	2
SD_240812_139	QC2_2_1	2
SD_240812_141	QC2_2_3	2
SD_240812_143	QC2_2_5	2
SD_240812_145	T2129_1	2
SD_240812_147	T2129_3	2
SD_240812_149	T2129_5	2
SD_240812_151	T2102_1	2
SD_240812_153	T2102_3	2
SD_240812_155	T2102_5	2
SD_240812_157	T1129_1	2
SD_240812_159	T1129_3	2
SD_240812_161	T1129_5	2
SD_240812_163	T1153_1	2
SD_240812_165	T1153_3	2
SD_240812_167	T1153_5	2
SD_240812_169	T1126_1	2
SD_240812_171	T1126_3	2
SD_240812_173	T1126_5	2
SD_240812_175	T2118_1	2
SD_240812_177	T2118_3	2
SD_240812_179	T2118_5	2
SD_240812_181	T1102_1	2
SD_240812_183	T1102_3	2
SD_240812_185	T1102_5	2
SD_240812_187	T2098_1	2
SD_240812_189	T2098_3	2
SD_240812_191	T2098_5	2
SD_240812_193	T1098_1	2
SD_240812_195	T1098_3	2
SD_240812_197	T1098_5	2
SD_240812_199	T2147_1	2
SD_240812_201	T2147_3	2
SD_240812_203	T2147_5	2
SD_240812_205	T1107_1	2
SD_240812_207	T1107_3	2
SD_240812_209	T1107_5	2
SD_240812_211	T1118_1	2
SD_240812_213	T1118_3	2
SD_240812_215	T1118_5	2
SD_240812_217	T2153_1	2
SD_240812_219	T2153_3	2
SD_240812_221	T2153_5	2
SD_240812_223	T1154_1	2
SD_240812_225	T1154_3	2
SD_240812_227	T1154_5	2
SD_240812_229	T2104_1	2
SD_240812_231	T2104_3	2
SD_240812_233	T2104_5	2
SD_240812_235	T1095_1	2
SD_240812_237	T1095_3	2
SD_240812_239	T1095_5	2
SD_240812_241	T1150_1	2
SD_240812_243	T1150_3	2
SD_240812_245	T1150_5	2
SD_240812_247	T2107_1	2
SD_240812_249	T2107_3	2
SD_240812_251	T2107_5	2
SD_240812_253	T1133_1	2
SD_240812_255	T1133_3	2
SD_240812_257	T1133_5	2
SD_240812_259	T2120_1	2
SD_240812_261	T2120_3	2
SD_240812_263	T2120_5	2
SD_240812_265	QC1_3_1	2
SD_240812_267	QC1_3_3	2
SD_240812_269	QC1_3_5	2
SD_240812_271	QC2_3_1	2
SD_240812_273	QC2_3_3	2
SD_240812_275	QC2_3_5	2
SD_240814_001	QC1_1_1	3
SD_240814_003	QC1_1_3	3
SD_240814_005	QC1_1_5	3
SD_240814_007	QC2_1_1	3
SD_240814_009	QC2_1_3	3
SD_240814_011	QC2_1_5	3
SD_240814_013	T1195_1	3
SD_240814_015	T1195_3	3
SD_240814_017	T1195_5	3
SD_240814_019	T2206_1	3
SD_240814_021	T2206_3	3
SD_240814_023	T2206_5	3
SD_240814_025	T1167_1	3
SD_240814_027	T1167_3	3
SD_240814_029	T1167_5	3
SD_240814_031	T1232_1	3
SD_240814_033	T1232_3	3
SD_240814_035	T1232_5	3
SD_240814_037	T1208_1	3
SD_240814_039	T1208_3	3
SD_240814_041	T1208_5	3
SD_240814_043	T1238_1	3
SD_240814_045	T1238_3	3
SD_240814_047	T1238_5	3
SD_240814_049	T2195_1	3
SD_240814_051	T2195_3	3
SD_240814_053	T2195_5	3
SD_240814_055	T2223_1	3
SD_240814_057	T2223_3	3
SD_240814_059	T2223_5	3
SD_240814_061	T2218_1	3
SD_240814_063	T2218_3	3
SD_240814_065	T2218_5	3
SD_240814_067	T2163_1	3
SD_240814_069	T2163_3	3
SD_240814_071	T2163_5	3
SD_240814_073	T1163_1	3
SD_240814_075	T1163_3	3
SD_240814_077	T1163_5	3
SD_240814_079	T2179_1	3
SD_240814_081	T2179_3	3
SD_240814_083	T2179_5	3
SD_240814_085	T2203_1	3
SD_240814_087	T2203_3	3
SD_240814_089	T2203_5	3
SD_240814_091	T2168_1	3
SD_240814_093	T2168_3	3
SD_240814_095	T2168_5	3
SD_240814_097	T2178_1	3
SD_240814_099	T2178_3	3
SD_240814_101	T2178_5	3
SD_240814_103	T1168_1	3
SD_240814_105	T1168_3	3
SD_240814_107	T1168_5	3
SD_240814_109	T1192_1	3
SD_240814_111	T1192_3	3
SD_240814_113	T1192_5	3
SD_240814_115	T1190_1	3
SD_240814_117	T1190_3	3
SD_240814_119	T1190_5	3
SD_240814_121	T1203_1	3
SD_240814_123	T1203_3	3
SD_240814_125	T1203_5	3
SD_240814_127	T1179_1	3
SD_240814_129	T1179_3	3
SD_240814_131	T1179_5	3
SD_240814_133	QC1_2_1	3
SD_240814_135	QC1_2_3	3
SD_240814_137	QC1_2_5	3
SD_240814_139	QC2_2_1	3
SD_240814_141	QC2_2_3	3
SD_240814_143	QC2_2_5	3
SD_240814_145	T2192_1	3
SD_240814_147	T2192_3	3
SD_240814_149	T2192_5	3
SD_240814_151	T1230_1	3
SD_240814_153	T1230_3	3
SD_240814_155	T1230_5	3
SD_240814_157	T2230_1	3
SD_240814_159	T2230_3	3
SD_240814_161	T2230_5	3
SD_240814_163	T2219_1	3
SD_240814_165	T2219_3	3
SD_240814_167	T2219_5	3
SD_240814_169	T2190_1	3
SD_240814_171	T2190_3	3
SD_240814_173	T2190_5	3
SD_240814_175	T1160_1	3
SD_240814_177	T1160_3	3
SD_240814_179	T1160_5	3
SD_240814_181	T1177_1	3
SD_240814_183	T1177_3	3
SD_240814_185	T1177_5	3
SD_240814_187	T1219_1	3
SD_240814_189	T1219_3	3
SD_240814_191	T1219_5	3
SD_240814_193	T2160_1	3
SD_240814_195	T2160_3	3
SD_240814_197	T2160_5	3
SD_240814_199	T2208_1	3
SD_240814_201	T2208_3	3
SD_240814_203	T2208_5	3
SD_240814_205	T1206_1	3
SD_240814_207	T1206_3	3
SD_240814_209	T1206_5	3
SD_240814_211	T1218_1	3
SD_240814_213	T1218_3	3
SD_240814_215	T1218_5	3
SD_240814_217	T2167_1	3
SD_240814_219	T2167_3	3
SD_240814_221	T2167_5	3
SD_240814_223	T1178_1	3
SD_240814_225	T1178_3	3
SD_240814_227	T1178_5	3
SD_240814_229	T2238_1	3
SD_240814_231	T2238_3	3
SD_240814_233	T2238_5	3
SD_240814_235	T2232_1	3
SD_240814_237	T2232_3	3
SD_240814_239	T2232_5	3
SD_240814_241	T2164_1	3
SD_240814_243	T2164_3	3
SD_240814_245	T2164_5	3
SD_240814_247	T1223_1	3
SD_240814_249	T1223_3	3
SD_240814_251	T1223_5	3
SD_240814_253	T1164_1	3
SD_240814_255	T1164_3	3
SD_240814_257	T1164_5	3
SD_240814_259	T2177_1	3
SD_240814_261	T2177_3	3
SD_240814_263	T2177_5	3
SD_240814_265	QC1_3_1	3
SD_240814_267	QC1_3_3	3
SD_240814_269	QC1_3_5	3
SD_240814_271	QC2_3_1	3
SD_240814_273	QC2_3_3	3
SD_240814_275	QC2_3_5	3
SD_240816_001	QC1_1_1	4
SD_240816_003	QC1_1_3	4
SD_240816_005	QC1_1_5	4
SD_240816_007	QC2_1_1	4
SD_240816_009	QC2_1_3	4
SD_240816_011	QC2_1_5	4
SD_240816_013	T1359_1	4
SD_240816_015	T1359_3	4
SD_240816_017	T1359_5	4
SD_240816_019	T1262_1	4
SD_240816_021	T1262_3	4
SD_240816_023	T1262_5	4
SD_240816_025	T2285_1	4
SD_240816_027	T2285_3	4
SD_240816_029	T2285_5	4
SD_240816_031	T1239_1	4
SD_240816_033	T1239_3	4
SD_240816_035	T1239_5	4
SD_240816_037	T1278_1	4
SD_240816_039	T1278_3	4
SD_240816_041	T1278_5	4
SD_240816_043	T1282_1	4
SD_240816_045	T1282_3	4
SD_240816_047	T1282_5	4
SD_240816_049	T2278_1	4
SD_240816_051	T2278_3	4
SD_240816_053	T2278_5	4
SD_240816_055	T1264_1	4
SD_240816_057	T1264_3	4
SD_240816_059	T1264_5	4
SD_240816_061	T2282_1	4
SD_240816_063	T2282_3	4
SD_240816_065	T2282_5	4
SD_240816_067	T1299_1	4
SD_240816_069	T1299_3	4
SD_240816_071	T1299_5	4
SD_240816_073	T2347_1	4
SD_240816_075	T2347_3	4
SD_240816_077	T2347_5	4
SD_240816_079	T2299_1	4
SD_240816_081	T2299_3	4
SD_240816_083	T2299_5	4
SD_240816_085	T1242_1	4
SD_240816_087	T1242_3	4
SD_240816_089	T1242_5	4
SD_240816_091	T2288_1	4
SD_240816_093	T2288_3	4
SD_240816_095	T2288_5	4
SD_240816_097	T2273_1	4
SD_240816_099	T2273_3	4
SD_240816_101	T2273_5	4
SD_240816_103	T2292_1	4
SD_240816_105	T2292_3	4
SD_240816_107	T2292_5	4
SD_240816_109	T1271_1	4
SD_240816_111	T1271_3	4
SD_240816_113	T1271_5	4
SD_240816_115	T1387_1	4
SD_240816_117	T1387_3	4
SD_240816_119	T1387_5	4
SD_240816_121	T2239_1	4
SD_240816_123	T2239_3	4
SD_240816_125	T2239_5	4
SD_240816_127	T1347_1	4
SD_240816_129	T1347_3	4
SD_240816_131	T1347_5	4
SD_240816_133	QC1_2_1	4
SD_240816_135	QC1_2_3	4
SD_240816_137	QC1_2_5	4
SD_240816_139	QC2_2_1	4
SD_240816_141	QC2_2_3	4
SD_240816_143	QC2_2_5	4
SD_240816_145	T2304_1	4
SD_240816_147	T2304_3	4
SD_240816_149	T2304_5	4
SD_240816_151	T1332_1	4
SD_240816_153	T1332_3	4
SD_240816_155	T1332_5	4
SD_240816_157	T1273_1	4
SD_240816_159	T1273_3	4
SD_240816_161	T1273_5	4
SD_240816_163	T1304_1	4
SD_240816_165	T1304_3	4
SD_240816_167	T1304_5	4
SD_240816_169	T2271_1	4
SD_240816_171	T2271_3	4
SD_240816_173	T2271_5	4
SD_240816_175	T1288_1	4
SD_240816_177	T1288_3	4
SD_240816_179	T1288_5	4
SD_240816_181	T2358_1	4
SD_240816_183	T2358_3	4
SD_240816_185	T2358_5	4
SD_240816_187	T1285_1	4
SD_240816_189	T1285_3	4
SD_240816_191	T1285_5	4
SD_240816_193	T2262_1	4
SD_240816_195	T2262_3	4
SD_240816_197	T2262_5	4
SD_240816_199	T2332_1	4
SD_240816_201	T2332_3	4
SD_240816_203	T2332_5	4
SD_240816_205	T1358_1	4
SD_240816_207	T1358_3	4
SD_240816_209	T1358_5	4
SD_240816_211	T1292_1	4
SD_240816_213	T1292_3	4
SD_240816_215	T1292_5	4
SD_240816_217	T2359_1	4
SD_240816_219	T2359_3	4
SD_240816_221	T2359_5	4
SD_240816_223	T2260_1	4
SD_240816_225	T2260_3	4
SD_240816_227	T2260_5	4
SD_240816_229	T2242_1	4
SD_240816_231	T2242_3	4
SD_240816_233	T2242_5	4
SD_240816_235	T1272_1	4
SD_240816_237	T1272_3	4
SD_240816_239	T1272_5	4
SD_240816_241	T2387_1	4
SD_240816_243	T2387_3	4
SD_240816_245	T2387_5	4
SD_240816_247	T2272_1	4
SD_240816_249	T2272_3	4
SD_240816_251	T2272_5	4
SD_240816_253	T2264_1	4
SD_240816_255	T2264_3	4
SD_240816_257	T2264_5	4
SD_240816_259	T1260_1	4
SD_240816_261	T1260_3	4
SD_240816_263	T1260_5	4
SD_240816_265	QC1_3_1	4
SD_240816_267	QC1_3_3	4
SD_240816_269	QC1_3_5	4
SD_240816_271	QC2_3_1	4
SD_240816_273	QC2_3_3	4
SD_240816_275	QC2_3_5	4
SD_240820_001	QC1_1_1	5
SD_240820_003	QC1_1_3	5
SD_240820_005	QC1_1_5	5
SD_240820_007	QC2_1_1	5
SD_240820_009	QC2_1_3	5
SD_240820_011	QC2_1_5	5
SD_240820_013	T2019_1	5
SD_240820_015	T2019_3	5
SD_240820_017	T2019_5	5
SD_240820_019	T2244_1	5
SD_240820_021	T2244_3	5
SD_240820_023	T2244_5	5
SD_240820_025	T2157_1	5
SD_240820_027	T2157_3	5
SD_240820_029	T2157_5	5
SD_240820_031	T2170_1	5
SD_240820_033	T2170_3	5
SD_240820_035	T2170_5	5
SD_240820_037	T2180_1	5
SD_240820_039	T2180_3	5
SD_240820_041	T2180_5	5
SD_240820_043	T2082_1	5
SD_240820_045	T2082_3	5
SD_240820_047	T2082_5	5
SD_240820_049	T2021_1	5
SD_240820_051	T2021_3	5
SD_240820_053	T2021_5	5
SD_240820_055	T2209_1	5
SD_240820_057	T2209_3	5
SD_240820_059	T2209_5	5
SD_240820_061	T2214_1	5
SD_240820_063	T2214_3	5
SD_240820_065	T2214_5	5
SD_240820_067	T2140_1	5
SD_240820_069	T2140_3	5
SD_240820_071	T2140_5	5
SD_240820_073	T2096_1	5
SD_240820_075	T2096_3	5
SD_240820_077	T2096_5	5
SD_240820_079	T2054_1	5
SD_240820_081	T2054_3	5
SD_240820_083	T2054_5	5
SD_240820_085	T2040_1	5
SD_240820_087	T2040_3	5
SD_240820_089	T2040_5	5
SD_240820_091	T2050_1	5
SD_240820_093	T2050_3	5
SD_240820_095	T2050_5	5
SD_240820_097	T2029_1	5
SD_240820_099	T2029_3	5
SD_240820_101	T2029_5	5
SD_240820_103	T2186_1	5
SD_240820_105	T2186_3	5
SD_240820_107	T2186_5	5
SD_240820_109	T2220_1	5
SD_240820_111	T2220_3	5
SD_240820_113	T2220_5	5
SD_240820_115	T2139_1	5
SD_240820_117	T2139_3	5
SD_240820_119	T2139_5	5
SD_240820_121	T2097_1	5
SD_240820_123	T2097_3	5
SD_240820_125	T2097_5	5
SD_240820_127	T2060_1	5
SD_240820_129	T2060_3	5
SD_240820_131	T2060_5	5
SD_240820_133	QC1_2_1	5
SD_240820_135	QC1_2_3	5
SD_240820_137	QC1_2_5	5
SD_240820_139	QC2_2_1	5
SD_240820_141	QC2_2_3	5
SD_240820_143	QC2_2_5	5
SD_240820_145	T2175_1	5
SD_240820_147	T2175_3	5
SD_240820_149	T2175_5	5
SD_240820_151	T2165_1	5
SD_240820_153	T2165_3	5
SD_240820_155	T2165_5	5
SD_240820_157	T1394_1	5
SD_240820_159	T1394_3	5
SD_240820_161	T1394_5	5
SD_240820_163	T2185_1	5
SD_240820_165	T2185_3	5
SD_240820_167	T2185_5	5
SD_240820_169	T2032_1	5
SD_240820_171	T2032_3	5
SD_240820_173	T2032_5	5
SD_240820_175	T2172_1	5
SD_240820_177	T2172_3	5
SD_240820_179	T2172_5	5
SD_240820_181	T2101_1	5
SD_240820_183	T2101_3	5
SD_240820_185	T2101_5	5
SD_240820_187	T2233_1	5
SD_240820_189	T2233_3	5
SD_240820_191	T2233_5	5
SD_240820_193	T2215_1	5
SD_240820_195	T2215_3	5
SD_240820_197	T2215_5	5
SD_240820_199	T2001_1	5
SD_240820_201	T2001_3	5
SD_240820_203	T2001_5	5
SD_240820_205	T2235_1	5
SD_240820_207	T2235_3	5
SD_240820_209	T2235_5	5
SD_240820_211	T2156_1	5
SD_240820_213	T2156_3	5
SD_240820_215	T2156_5	5
SD_240820_217	T2173_1	5
SD_240820_219	T2173_3	5
SD_240820_221	T2173_5	5
SD_240820_223	T2106_1	5
SD_240820_225	T2106_3	5
SD_240820_227	T2106_5	5
SD_240820_229	T2137_1	5
SD_240820_231	T2137_3	5
SD_240820_233	T2137_5	5
SD_240820_235	T2043_1	5
SD_240820_237	T2043_3	5
SD_240820_239	T2043_5	5
SD_240820_241	T2022_1	5
SD_240820_243	T2022_3	5
SD_240820_245	T2022_5	5
SD_240820_247	T2394_1	5
SD_240820_249	T2394_3	5
SD_240820_251	T2394_5	5
SD_240820_253	T2075_1	5
SD_240820_255	T2075_3	5
SD_240820_257	T2075_5	5
SD_240820_259	T2148_1	5
SD_240820_261	T2148_3	5
SD_240820_263	T2148_5	5
SD_240820_265	QC1_3_1	5
SD_240820_267	QC1_3_3	5
SD_240820_269	QC1_3_5	5
SD_240820_271	QC2_3_1	5
SD_240820_273	QC2_3_3	5
SD_240820_275	QC2_3_5	5
SD_240822_001	NIST_1950_1	6
SD_240822_003	NIST_1950_3	6
SD_240822_005	NIST_1950_5	6
SD_240822_007	QC1_1_1	6
SD_240822_009	QC1_1_3	6
SD_240822_011	QC1_1_5	6
SD_240822_013	QC2_1_1	6
SD_240822_015	QC2_1_3	6
SD_240822_017	QC2_1_5	6
SD_240822_019	T2356_1	6
SD_240822_021	T2356_3	6
SD_240822_023	T2356_5	6
SD_240822_025	T2253_1	6
SD_240822_027	T2253_3	6
SD_240822_029	T2253_5	6
SD_240822_031	T2310_1	6
SD_240822_033	T2310_3	6
SD_240822_035	T2310_5	6
SD_240822_037	T2313_1	6
SD_240822_039	T2313_3	6
SD_240822_041	T2313_5	6
SD_240822_043	T2296_1	6
SD_240822_045	T2296_3	6
SD_240822_047	T2296_5	6
SD_240822_049	T2307_1	6
SD_240822_051	T2307_3	6
SD_240822_053	T2307_5	6
SD_240822_055	T2357_1	6
SD_240822_057	T2357_3	6
SD_240822_059	T2357_5	6
SD_240822_061	T2311_1	6
SD_240822_063	T2311_3	6
SD_240822_065	T2311_5	6
SD_240822_067	T2384_1	6
SD_240822_069	T2384_3	6
SD_240822_071	T2384_5	6
SD_240822_073	T2277_1	6
SD_240822_075	T2277_3	6
SD_240822_077	T2277_5	6
SD_240822_079	T2334_1	6
SD_240822_081	T2334_3	6
SD_240822_083	T2334_5	6
SD_240822_085	T2300_1	6
SD_240822_087	T2300_3	6
SD_240822_089	T2300_5	6
SD_240822_091	T2257_1	6
SD_240822_093	T2257_3	6
SD_240822_095	T2257_5	6
SD_240822_097	T2324_1	6
SD_240822_099	T2324_3	6
SD_240822_101	T2324_5	6
SD_240822_103	T2341_1	6
SD_240822_105	T2341_3	6
SD_240822_107	T2341_5	6
SD_240822_109	T2247_1	6
SD_240822_111	T2247_3	6
SD_240822_113	T2247_5	6
SD_240822_115	T2345_1	6
SD_240822_117	T2345_3	6
SD_240822_119	T2345_5	6
SD_240822_121	T2274_1	6
SD_240822_123	T2274_3	6
SD_240822_125	T2274_5	6
SD_240822_127	T2255_1	6
SD_240822_129	T2255_3	6
SD_240822_131	T2255_5	6
SD_240822_133	T2352_1	6
SD_240822_135	T2352_3	6
SD_240822_137	T2352_5	6
SD_240822_139	QC1_2_1	6
SD_240822_141	QC1_2_3	6
SD_240822_143	QC1_2_5	6
SD_240822_145	QC2_2_1	6
SD_240822_147	QC2_2_3	6
SD_240822_149	QC2_2_5	6
SD_240822_151	T2280_1	6
SD_240822_153	T2280_3	6
SD_240822_155	T2280_5	6
SD_240822_157	T2246_1	6
SD_240822_159	T2246_3	6
SD_240822_161	T2246_5	6
SD_240822_163	T2251_1	6
SD_240822_165	T2251_3	6
SD_240822_167	T2251_5	6
SD_240822_169	T2297_1	6
SD_240822_171	T2297_3	6
SD_240822_173	T2297_5	6
SD_240822_175	T2333_1	6
SD_240822_177	T2333_3	6
SD_240822_179	T2333_5	6
SD_240822_181	T2319_1	6
SD_240822_183	T2319_3	6
SD_240822_185	T2319_5	6
SD_240822_187	T2385_1	6
SD_240822_189	T2385_3	6
SD_240822_191	T2385_5	6
SD_240822_193	T2382_1	6
SD_240822_195	T2382_3	6
SD_240822_197	T2382_5	6
SD_240822_199	T2380_1	6
SD_240822_201	T2380_3	6
SD_240822_203	T2380_5	6
SD_240822_205	T2337_1	6
SD_240822_207	T2337_3	6
SD_240822_209	T2337_5	6
SD_240822_211	T2330_1	6
SD_240822_213	T2330_3	6
SD_240822_215	T2330_5	6
SD_240822_217	T2323_1	6
SD_240822_219	T2323_3	6
SD_240822_221	T2323_5	6
SD_240822_223	T2249_1	6
SD_240822_225	T2249_3	6
SD_240822_227	T2249_5	6
SD_240822_229	T2344_1	6
SD_240822_231	T2344_3	6
SD_240822_233	T2344_5	6
SD_240822_235	T2329_1	6
SD_240822_237	T2329_3	6
SD_240822_239	T2329_5	6
SD_240822_241	T2320_1	6
SD_240822_243	T2320_3	6
SD_240822_245	T2320_5	6
SD_240822_247	T2293_1	6
SD_240822_249	T2293_3	6
SD_240822_251	T2293_5	6
SD_240822_253	T2386_1	6
SD_240822_255	T2386_3	6
SD_240822_257	T2386_5	6
SD_240822_259	T2322_1	6
SD_240822_261	T2322_3	6
SD_240822_263	T2322_5	6
SD_240822_265	T2342_1	6
SD_240822_267	T2342_3	6
SD_240822_269	T2342_5	6
SD_240822_271	QC1_3_1	6
SD_240822_273	QC1_3_3	6
SD_240822_275	QC1_3_5	6
SD_240822_277	QC2_3_1	6
SD_240822_279	QC2_3_3	6
SD_240822_281	QC2_3_5	6
SD_240830_001	QC1_1_1	7
SD_240830_003	QC1_1_3	7
SD_240830_005	QC1_1_5	7
SD_240830_007	QC2_1_1	7
SD_240830_009	QC2_1_3	7
SD_240830_011	QC2_1_5	7
SD_240830_013	T1076_1	7
SD_240830_015	T1076_3	7
SD_240830_017	T1076_5	7
SD_240830_019	T1062_1	7
SD_240830_021	T1062_3	7
SD_240830_023	T1062_5	7
SD_240830_025	T1034_1	7
SD_240830_027	T1034_3	7
SD_240830_029	T1034_5	7
SD_240830_031	T1085_1	7
SD_240830_033	T1085_3	7
SD_240830_035	T1085_5	7
SD_240830_037	T1100_1	7
SD_240830_039	T1100_3	7
SD_240830_041	T1100_5	7
SD_240830_043	T1069_1	7
SD_240830_045	T1069_3	7
SD_240830_047	T1069_5	7
