platform,analyte,feature,estimate,p.value,p_adj
C18,PFOA,734.9302_44.2,-0.0517700839457418,0.49007301064555886,0.8159410602553133
C18,PFOA,458.2398_111.6,-0.051644093077562146,0.4911311966381944,0.8168127716316477
C18,PFOA,349.2374_165.8,-0.05158660762097812,0.4916144158231599,0.8168127716316477
C18,PFOA,651.8825_40.6,-0.05149097243110335,0.49241887966627973,0.8168553184146772
C18,PFOA,227.9164_236.4,0.051394381542142,0.4932320925467939,0.8168553184146772
C18,PFOA,203.0827_33.9,0.0512632099558102,0.4943375863683058,0.8168553184146772
C18,PFOA,851.5643_129.7,0.05121797755721016,0.4947191024559938,0.8168553184146772
C18,PFOA,236.0653_35.5,-0.05117572475941987,0.4950756278016947,0.8168553184146772
C18,PFOA,808.9669_55.6,-0.05117141882312671,0.4951119685494013,0.8168553184146772
C18,PFOA,533.4488_46.3,-0.051134779075246224,0.4954212536552799,0.8168553184146772
C18,PFOA,322.2393_157,0.05110039673904971,0.4957115764086577,0.8168553184146772
C18,PFOA,327.2541_176.9,0.0509909317859704,0.49663649248028696,0.8172885499352504
C18,PFOA,198.0748_33,0.050836527942202,0.49794266566192225,0.8172885499352504
C18,PFOA,820.866_47.8,-0.05083183563201142,0.4979823884335409,0.8172885499352504
C18,PFOA,622.3344_112.8,-0.050828415726868026,0.4980113407082086,0.8172885499352504
C18,PFOA,655.9509_46.8,0.05062918800605991,0.4996994968712628,0.8184634651521341
C18,PFOA,685.5268_161,0.05062356789571235,0.4997471625227984,0.8184634651521341
C18,PFOA,379.2853_192.8,0.050520753990130104,0.5006195767855282,0.8190564941292281
C18,PFOA,474.8795_142.8,-0.05034479722347372,0.5021144909864563,0.8193698252443861
C18,PFOA,245.1758_132.4,0.050280944898670174,0.5026575535907849,0.8193698252443861
C18,PFOA,299.2592_133.2,0.05027226213707919,0.5027314240578634,0.8193698252443861
C18,PFOA,886.5537_143.7,0.05024799507070938,0.5029379115300114,0.8193698252443861
C18,PFOA,722.894_44.6,-0.05019797817174696,0.5033636434211618,0.8193698252443861
C18,PFOA,235.9717_107.9,-0.049996592249114354,0.5050797000746087,0.8207654950589303
C18,PFOA,598.29_110.1,-0.04997735249684583,0.5052438063041889,0.8207654950589303
C18,PFOA,451.9472_39.8,-0.049864735781600354,0.5062049333256136,0.8214953670248835
C18,PFOA,769.9133_45.5,-0.04967003723983408,0.5078688342390947,0.8226976053765171
C18,PFOA,211.1704_128.1,-0.04960227685457589,0.5084485838463585,0.8226976053765171
C18,PFOA,240.0831_32,-0.0495552466878817,0.5088511704195775,0.8226976053765171
C18,PFOA,172.098_251.6,0.049435130828867066,0.5098801347426525,0.8226976053765171
C18,PFOA,792.972_50.7,-0.049430271941554776,0.5099217807768597,0.8226976053765171
C18,PFOA,705.535_152.1,0.04941866678729487,0.5100212569156601,0.8226976053765171
C18,PFOA,128.9585_59.7,-0.04922416969264229,0.5116899286216454,0.8245605777487358
C18,PFOA,561.48_161.2,0.04913931582459281,0.5124188095440463,0.8249069100483393
C18,PFOA,579.9111_42.9,-0.04895979369449336,0.5139626426324009,0.8265631677605245
C18,PFOA,621.3048_106.4,0.04888901603989739,0.5145719666585538,0.826714721208187
C18,PFOA,122.0224_41.6,-0.04846194248541758,0.5182565230540799,0.8318017195017982
C18,PFOA,687.5417_171.4,0.04827547542005297,0.5198694896871519,0.8332253296205501
C18,PFOA,112.0516_37.2,-0.04823940563116962,0.5201817945668481,0.8332253296205501
C18,PFOA,396.3485_218.9,0.0481226394704333,0.5211934542795379,0.8340134537573862
C18,PFOA,141.9235_225.3,-0.047809801743269244,0.5239088150767579,0.8366265709907521
C18,PFOA,1036.6669_122.5,-0.04778159228345385,0.524154019836939,0.8366265709907521
C18,PFOA,501.282_133.4,-0.04775442313673845,0.5243902370197486,0.8366265709907521
C18,PFOA,336.0213_70.9,0.047595608791249855,0.5257721005099962,0.8379982336827646
C18,PFOA,410.9873_38.6,-0.047518621665504544,0.5264426388887519,0.8380234488748995
C18,PFOA,656.4771_150.5,-0.047464038967806946,0.5269183026267689,0.8380234488748995
C18,PFOA,310.2833_204.8,0.04737518128992327,0.5276931224722696,0.8380234488748995
C18,PFOA,137.9866_220.9,0.04735416630064278,0.5278764528426937,0.8380234488748995
C18,PFOA,435.0821_128.2,0.047242489349984734,0.5288512389559146,0.8384480469762
C18,PFOA,773.5819_121.5,0.047203851565575994,0.5291887050385611,0.8384480469762
C18,PFOA,293.9692_57,0.04707095613592753,0.5303502550577393,0.8393025570338967
C18,PFOA,594.4826_195.7,0.047010661653820354,0.5308776718022437,0.8393025570338967
C18,PFOA,386.3147_198.9,-0.04689014562276645,0.5319326575962952,0.8393025570338967
C18,PFOA,824.9374_54.6,-0.046854273030267055,0.5322468861027763,0.8393025570338967
C18,PFOA,240.9288_33.3,-0.04684333911503912,0.5323426810345837,0.8393025570338967
C18,PFOA,728.9178_50.9,-0.0467083151574634,0.5335263747170349,0.839317050950395
C18,PFOA,107.0159_204.9,-0.046679301976639206,0.5337808921327858,0.839317050950395
C18,PFOA,237.186_137,0.04665918748374589,0.5339573817201725,0.839317050950395
C18,PFOA,176.0096_31.7,-0.046517442543314386,0.5352019152373368,0.839317050950395
C18,PFOA,319.2279_125.5,0.04632917166611688,0.536857189542435,0.839317050950395
C18,PFOA,320.9009_56.3,0.04631475679091769,0.5369840299916471,0.839317050950395
C18,PFOA,155.0018_200.9,0.046249732358009985,0.5375563834685783,0.839317050950395
C18,PFOA,280.2362_161.6,0.046221101921573714,0.5378084885830349,0.839317050950395
C18,PFOA,276.9918_52.5,0.04618466630938028,0.5381294072182303,0.839317050950395
C18,PFOA,156.0666_33,0.04614943183822673,0.5384398370131321,0.839317050950395
C18,PFOA,272.0734_32.3,0.04604599192946891,0.5393516982751763,0.839317050950395
C18,PFOA,328.2575_177.4,0.045971480225792775,0.5400090215528358,0.839317050950395
C18,PFOA,828.5772_129.2,0.04596832348158002,0.5400368783205892,0.839317050950395
C18,PFOA,166.9938_39.2,-0.04588300497188813,0.5407900435641257,0.839317050950395
C18,PFOA,634.3344_116.5,-0.045854520740566396,0.5410416093466721,0.839317050950395
C18,PFOA,266.9315_57.4,0.045818680849683074,0.5413582208584113,0.839317050950395
C18,PFOA,887.5612_146.3,0.04581178096630561,0.5414191853261103,0.839317050950395
C18,PFOA,571.2893_105.9,0.04577267475589132,0.5417647755667347,0.839317050950395
C18,PFOA,94.0298_263.9,0.045668661016716086,0.5426844989502666,0.8396251546092027
C18,PFOA,552.9911_54.1,0.04563188001794363,0.5430099130743629,0.8396251546092027
C18,PFOA,279.2329_161.3,0.045534425482817366,0.5438725924776877,0.8401496736541759
C18,PFOA,567.4425_46.4,-0.04543190862078608,0.544780813158658,0.8405607835830021
C18,PFOA,895.5516_118.9,-0.04536905254425103,0.5453380388876835,0.8405607835830021
C18,PFOA,701.0233_53.6,-0.04527064446406847,0.5462109997614029,0.8405607835830021
C18,PFOA,164.0717_34,0.04521995975620603,0.5466608827098962,0.8405607835830021
C18,PFOA,434.1023_139.4,-0.045209100450904954,0.5467572947418406,0.8405607835830021
C18,PFOA,250.1894_135.1,-0.045123842165600676,0.5475145322456771,0.8409194490471883
C18,PFOA,291.0076_52.3,0.04503175438985427,0.5483330044866501,0.8413713883375463
C18,PFOA,150.0019_88.6,0.04479583803797817,0.5504325491250273,0.843276896370278
C18,PFOA,615.3502_123.7,-0.04477416092361977,0.550625661929004,0.843276896370278
C18,PFOA,288.7785_228.8,0.044545539062759744,0.5526643741036739,0.8455922978421321
C18,PFOA,388.3305_219.9,-0.044363635285969406,0.5542891010564346,0.8458980917981154
C18,PFOA,314.242_265.4,-0.04431469852724271,0.5547265893007229,0.8458980917981154
C18,PFOA,520.2672_107.4,-0.04424595182934837,0.5553414584521462,0.8458980917981154
C18,PFOA,641.2714_103.8,-0.04422993496283073,0.555484760397464,0.8458980917981154
C18,PFOA,149.0455_33.2,-0.044228295202391354,0.555499432246239,0.8458980917981154
C18,PFOA,651.3711_120.4,0.04410139991989059,0.556635403695219,0.8468244767116839
C18,PFOA,401.291_168.1,0.04391849988977255,0.5582747046012128,0.8484179678079451
C18,PFOA,282.9066_59.5,-0.04386662679533554,0.5587400573040486,0.8484179678079451
C18,PFOA,804.8967_46.7,-0.043782222817222445,0.5594976431576313,0.8487653282306221
C18,PFOA,549.9006_38.7,-0.04358962305651839,0.5612282113713359,0.8502813908501411
C18,PFOA,349.1481_95.1,-0.04355311273158124,0.561556557196978,0.8502813908501411
C18,PFOA,874.975_52.6,0.04344311698648129,0.5625463308403079,0.8509772488206354
C18,PFOA,326.2419_158.8,0.04327594856611227,0.5640521579047424,0.8521700425710151
C18,PFOA,633.9386_43.1,-0.04315803374473435,0.5651154725872946,0.8521700425710151
C18,PFOA,227.1946_149,0.04313079797940272,0.5653612109788189,0.8521700425710151
C18,PFOA,491.9455_43.1,-0.04312000276238404,0.5654586263788979,0.8521700425710151
C18,PFOA,291.6263_119.4,0.043057797904961594,0.5660201150794315,0.8522160269254104
C18,PFOA,131.0907_30.9,-0.04296529201821462,0.5668556047769742,0.8526740821621777
C18,PFOA,835.5348_145.3,0.04275253076648353,0.5687794318046505,0.8533733486178301
C18,PFOA,96.9696_29.9,-0.04273427363415477,0.5689446602180619,0.8533733486178301
C18,PFOA,339.0576_32.7,-0.04266985216887505,0.5695278608715544,0.8533733486178301
C18,PFOA,600.3241_113,0.04258127304691605,0.5703302198041007,0.8533733486178301
C18,PFOA,228.9939_154.3,-0.04254663455806102,0.5706441240723297,0.8533733486178301
C18,PFOA,556.4456_149.7,-0.04250628862784687,0.5710098537142634,0.8533733486178301
C18,PFOA,280.2276_161.3,-0.0424964841952057,0.5710987460933827,0.8533733486178301
C18,PFOA,282.2519_177.8,0.04244407254350998,0.5715740496973005,0.8533733486178301
C18,PFOA,667.4034_128.9,-0.042197000520335363,0.5738171713157628,0.8550479256744056
C18,PFOA,88.785_39.3,-0.042179692287587854,0.5739744644674603,0.8550479256744056
C18,PFOA,554.3466_134.9,-0.04214455220321292,0.5742938715744605,0.8550479256744056
C18,PFOA,729.8987_45.2,-0.04201066921143242,0.5755115699109744,0.8560667930557126
C18,PFOA,711.5426_164.6,0.04189286121053369,0.5765840616551525,0.8561407717774467
C18,PFOA,395.1899_54.8,-0.04188802095704159,0.5766281459759626,0.8561407717774467
C18,PFOA,914.9309_51.1,-0.04182606246618623,0.5771925940003546,0.856186796091099
C18,PFOA,162.0327_101.1,-0.0416830861690785,0.5784961063155,0.8567410601342892
C18,PFOA,288.7784_28,0.04166798784688992,0.5786338374987972,0.8567410601342892
C18,PFOA,689.9456_48.8,-0.041527872997586965,0.5799127331943233,0.8578432597022018
C18,PFOA,303.2231_152.2,0.04139808664447821,0.5810985268606336,0.8588058338962402
C18,PFOA,277.2171_148.5,0.04108313198084817,0.5839807793233676,0.8613999208632269
C18,PFOA,364.2131_152.3,0.041039029151221026,0.584384904861319,0.8613999208632269
C18,PFOA,602.3468_133.1,0.04091510436048779,0.5855211495333381,0.8613999208632269
C18,PFOA,122.0248_40.1,0.0409018176057667,0.5856430338086624,0.8613999208632269
C18,PFOA,383.1536_32.8,0.040842481658013914,0.5861874867123917,0.8613999208632269
C18,PFOA,796.8992_51.6,0.04080006457453238,0.5865768386607562,0.8613999208632269
C18,PFOA,316.213_159.1,0.0407625790959986,0.5869210216575573,0.8613999208632269
C18,PFOA,255.4855_172.5,0.04073793371346801,0.5871473603890157,0.8613999208632269
C18,PFOA,812.8632_43.9,-0.040627440324285106,0.5881626038973378,0.8618104997821112
C18,PFOA,543.8991_42.1,-0.040590616890599354,0.588501126330962,0.8618104997821112
C18,PFOA,523.3315_183.2,-0.040400904228416,0.5902465910757639,0.8633160877260844
C18,PFOA,870.9047_45.9,-0.04033924788301105,0.5908143731566226,0.8633160877260844
C18,PFOA,114.0196_30,-0.04029840202052816,0.5911906524179144,0.8633160877260844
C18,PFOA,654.9066_42.2,-0.04021604164728063,0.5919497026516577,0.8633160877260844
C18,PFOA,642.5582_175.7,0.04018686582590903,0.5922186994307905,0.8633160877260844
C18,PFOA,829.9025_44.3,-0.04002307621510365,0.5937298470019934,0.8637281462110001
C18,PFOA,776.5453_135.8,0.0399446250637435,0.5944542683160792,0.8637281462110001
C18,PFOA,177.0405_37.9,0.03993282346691683,0.594563279421493,0.8637281462110001
C18,PFOA,158.9786_32.3,-0.03988229094854973,0.5950301496348609,0.8637281462110001
C18,PFOA,675.93_47.3,-0.03974524602742871,0.5962971429993122,0.8637281462110001
C18,PFOA,807.5035_133.8,0.03974452171915831,0.5963038425343508,0.8637281462110001
C18,PFOA,117.0193_28.6,-0.03970845385196095,0.5966374975356694,0.8637281462110001
C18,PFOA,217.3892_75,-0.03969018278280719,0.5968065508710275,0.8637281462110001
C18,PFOA,325.2385_161.6,0.039593367117901755,0.5977026997270853,0.8642040079914881
C18,PFOA,91.8418_129.3,0.03953834746062846,0.5982122447841391,0.8642040079914881
C18,PFOA,551.0328_52.6,0.039403521836873616,0.5994617103417815,0.8644567806830338
C18,PFOA,174.9561_93.3,0.03935938776869469,0.5998709671605305,0.8644567806830338
C18,PFOA,160.9987_30.8,-0.039320417049657615,0.6002324482557787,0.8644567806830338
C18,PFOA,161.8941_193.4,0.03928709337537792,0.6005416264558148,0.8644567806830338
C18,PFOA,665.3873_123.4,0.03914413010074074,0.6018688538566523,0.8655909591755618
C18,PFOA,562.315_123.6,-0.03899466807885949,0.6032578141278554,0.8660434465231702
C18,PFOA,530.8927_43.1,-0.03899414663531946,0.6032626624379466,0.8660434465231702
C18,PFOA,309.28_204.9,0.03889723577181546,0.604164027811818,0.8665623455209722
C18,PFOA,250.1449_139.2,0.038824141371044014,0.6048442733057233,0.866763445228291
C18,PFOA,315.0754_133.4,0.03872904023569738,0.6057298316150881,0.8672581442838683
C18,PFOA,505.3361_124.4,0.03866069914179275,0.6063665622131953,0.8673960181391964
C18,PFOA,688.011_56.2,-0.03850228725790353,0.6078436178180386,0.8684643637275361
C18,PFOA,428.9406_51.1,0.03846243772907356,0.6082154309533341,0.8684643637275361
C18,PFOA,99.0064_36.6,0.038406587817350867,0.6087367035473383,0.8684643637275361
C18,PFOA,621.958_48.5,-0.03829843213781206,0.6097467299236599,0.8691327722268863
C18,PFOA,238.5792_29.5,0.03819836436829365,0.6106818832999406,0.8696933653029322
C18,PFOA,236.9395_52.2,0.03809615553296175,0.6116376959813123,0.8697754583487761
C18,PFOA,98.0247_162.8,0.03803436938330115,0.612215811565331,0.8697754583487761
C18,PFOA,676.306_112.8,-0.037969165415939594,0.6128261664439216,0.8697754583487761
C18,PFOA,822.8956_44.1,-0.03796051161267475,0.6129071921448385,0.8697754583487761
C18,PFOA,368.162_33.2,0.03780993075506348,0.6143178335292026,0.8703895414370588
C18,PFOA,481.2997_106.6,0.0377985487881252,0.614424517413201,0.8703895414370588
C18,PFOA,355.2643_162.9,-0.03771341038772491,0.6152227813888391,0.8704260298316122
C18,PFOA,123.0564_283.3,0.037637978594829716,0.6159304130521075,0.8704260298316122
C18,PFOA,409.3326_251.2,-0.03762233195419585,0.6160772398060508,0.8704260298316122
C18,PFOA,136.0517_37.6,-0.03747633870725414,0.6174479616919448,0.8714827263847917
C18,PFOA,429.3012_113.2,-0.03741749447509627,0.6180008208253622,0.8714827263847917
C18,PFOA,317.2253_177.6,0.03721227791865772,0.6199305690999688,0.8714827263847917
C18,PFOA,266.8039_29.3,-0.03719826886800763,0.620062397713353,0.8714827263847917
C18,PFOA,803.906_45.8,-0.037058401064152265,0.6213792515163403,0.8714827263847917
C18,PFOA,124.0073_30.9,0.03699339194742372,0.621991721516813,0.8714827263847917
C18,PFOA,667.9325_44.6,-0.03698260383100694,0.6220933846615225,0.8714827263847917
C18,PFOA,293.2068_174.8,-0.03697776782304477,0.6221389596992433,0.8714827263847917
C18,PFOA,343.2279_122.5,0.036882664369875875,0.6230355161434661,0.8714827263847917
C18,PFOA,184.0591_33,-0.03685036571489377,0.623340127234141,0.8714827263847917
C18,PFOA,802.5609_129.7,0.036842417733336075,0.6234150950563677,0.8714827263847917
C18,PFOA,686.5296_161.2,0.03676150158435063,0.6241785413060195,0.8714827263847917
C18,PFOA,543.3396_119.4,-0.03675299652643948,0.6242588100404716,0.8714827263847917
C18,PFOA,734.5689_174.6,-0.03672699095729053,0.6245042719093239,0.8714827263847917
C18,PFOA,169.087_275.6,0.036500134220957645,0.6266472816553699,0.8714827263847917
C18,PFOA,673.8955_43.1,-0.0364456996000865,0.6271619662460517,0.8714827263847917
C18,PFOA,414.204_33.1,0.036397322346360304,0.6276195289066839,0.8714827263847917
C18,PFOA,878.9003_53.9,-0.03636893091652688,0.6278881274038006,0.8714827263847917
C18,PFOA,620.2926_104,-0.03614862557567329,0.6299739957656451,0.8714827263847917
C18,PFOA,442.0016_49.6,0.03612581801083995,0.6301901071641097,0.8714827263847917
C18,PFOA,508.9856_49,0.036114752757617746,0.6302949664619131,0.8714827263847917
C18,PFOA,146.0248_58.4,0.03597567721827891,0.6316135377317719,0.8714827263847917
C18,PFOA,295.8076_265.9,0.03573513702037848,0.6338968361239857,0.8714827263847917
C18,PFOA,164.9571_34.7,0.03571859727295187,0.6340539650433821,0.8714827263847917
C18,PFOA,368.2808_123.9,0.035705626103245416,0.634177203635905,0.8714827263847917
C18,PFOA,377.2366_174.8,0.03566713599041191,0.6345429559395093,0.8714827263847917
C18,PFOA,604.3626_133.8,-0.03561654995149259,0.6350237843526945,0.8714827263847917
C18,PFOA,208.0728_272.5,-0.03555238501736467,0.6356339019896986,0.8714827263847917
C18,PFOA,117.019_275.5,-0.03552365035370143,0.6359072074891415,0.8714827263847917
C18,PFOA,284.1121_105.6,0.035190855393455074,0.6390761117034758,0.8714827263847917
C18,PFOA,141.0167_51,0.035141948788831964,0.6395423577780139,0.8714827263847917
C18,PFOA,567.5361_201.4,0.03509613024374152,0.6399792922924612,0.8714827263847917
C18,PFOA,294.252_171.6,0.03501105724791116,0.6407908931614146,0.8714827263847917
C18,PFOA,393.2769_181.8,-0.03500143987104113,0.6408826702663162,0.8714827263847917
C18,PFOA,516.2735_115,-0.03496869045772531,0.6411952335596893,0.8714827263847917
C18,PFOA,197.9058_228.2,0.03488663014968605,0.6419787013514618,0.8714827263847917
C18,PFOA,305.0232_52.1,0.03477512930025735,0.6430438850216738,0.8714827263847917
C18,PFOA,600.9346_44.8,-0.034771635996979494,0.643077268822585,0.8714827263847917
C18,PFOA,235.1025_123.3,0.03473679095301597,0.6434103050682485,0.8714827263847917
C18,PFOA,709.5269_157.1,-0.03472497363104726,0.643523266864286,0.8714827263847917
C18,PFOA,594.9055_56.3,0.03471038233340643,0.6436627563669426,0.8714827263847917
C18,PFOA,350.2408_167.1,-0.03464885693350966,0.6442510621347309,0.8714827263847917
C18,PFOA,250.9552_51.7,0.03462804712034131,0.6444500955717544,0.8714827263847917
C18,PFOA,328.9846_37.9,-0.03459197690902259,0.6447951454701137,0.8714827263847917
C18,PFOA,714.8973_50.1,-0.03457537706794917,0.6449539660855839,0.8714827263847917
C18,PFOA,247.5845_28.8,0.03457126457688797,0.644993315232077,0.8714827263847917
C18,PFOA,286.7721_29.8,-0.03454735228707834,0.645222132386484,0.8714827263847917
C18,PFOA,266.1513_100,-0.03453230811133306,0.6453661074616466,0.8714827263847917
C18,PFOA,564.5081_177.4,0.03452083280956869,0.6454759367255196,0.8714827263847917
C18,PFOA,538.0205_52.1,-0.03426653819903496,0.6479117353672792,0.8714827263847917
C18,PFOA,538.3154_125.1,-0.03421915411953162,0.648366025155279,0.8714827263847917
C18,PFOA,363.2099_150.4,0.03421802471373205,0.6483768547969346,0.8714827263847917
C18,PFOA,1063.6933_119.7,-0.03419407687595886,0.6486065030819034,0.8714827263847917
C18,PFOA,872.5629_118.6,0.0341631911444161,0.6489027313697368,0.8714827263847917
C18,PFOA,746.5542_123.6,0.034162708575474196,0.6489073601761579,0.8714827263847917
C18,PFOA,571.9136_42.1,-0.03415992618577949,0.6489340491499561,0.8714827263847917
C18,PFOA,907.5349_133.4,0.034132476375096824,0.6491973745657058,0.8714827263847917
C18,PFOA,684.514_148.3,0.03409097001066601,0.6495956267481928,0.8714827263847917
C18,PFOA,525.9392_44.8,-0.03406840323943776,0.6498121958461555,0.8714827263847917
C18,PFOA,110.899_38.5,0.03401026966404844,0.6503702280422314,0.8714827263847917
C18,PFOA,108.9019_29.7,0.03397219205405512,0.6507358456707697,0.8714827263847917
C18,PFOA,315.2542_279.5,-0.03393608662226089,0.6510826036134623,0.8714827263847917
C18,PFOA,237.9696_107.8,-0.033894537466875714,0.6514817359372833,0.8714827263847917
C18,PFOA,745.5507_128.4,0.03387951755424899,0.6516260456253629,0.8714827263847917
C18,PFOA,288.6198_32.2,-0.03382290785523435,0.6521700617147452,0.8714827263847917
C18,PFOA,397.2056_49,0.033652647095494655,0.6538073635559438,0.8714827263847917
C18,PFOA,539.3189_129.7,0.03364186265864644,0.6539111271767284,0.8714827263847917
C18,PFOA,351.1638_98.5,0.03363155353266578,0.6540103237441984,0.8714827263847917
C18,PFOA,759.5663_124.3,0.033602411250725765,0.6542907696533795,0.8714827263847917
C18,PFOA,332.9221_56.1,0.03345943136560543,0.6556674133519824,0.8723889410760021
C18,PFOA,201.0381_32.2,0.03341886312155735,0.6560582254696165,0.8723889410760021
C18,PFOA,791.9246_48.1,-0.033194948981171576,0.6582169683402046,0.8745349620745267
C18,PFOA,449.2548_87.8,0.03297068846507031,0.6603818861390655,0.8758936658713388
C18,PFOA,159.8939_195.1,-0.03293562451344195,0.6607206344761902,0.8758936658713388
C18,PFOA,583.8943_39.1,-0.03287314371009018,0.6613244243173857,0.8758936658713388
C18,PFOA,578.3467_132.9,-0.032793299683685065,0.6620963235311643,0.8758936658713388
C18,PFOA,642.9815_48.6,-0.03273732490530242,0.662637677088592,0.8758936658713388
C18,PFOA,256.2286_169.7,0.032715118832118306,0.6628524889865308,0.8758936658713388
C18,PFOA,546.9627_44.3,-0.032693702121063775,0.6630596909867144,0.8758936658713388
C18,PFOA,413.3428_227.2,0.032546754894030534,0.6644820620127831,0.8768450352263817
C18,PFOA,557.8981_40.5,-0.03250643693102491,0.6648725282682284,0.8768450352263817
C18,PFOA,306.252_166.5,0.032287800468008415,0.6669915187324054,0.8775438365837366
C18,PFOA,162.9125_31.5,-0.03226530323547707,0.6672097082820766,0.8775438365837366
C18,PFOA,482.9126_56.3,-0.03226395055859709,0.6672228281167454,0.8775438365837366
C18,PFOA,778.9563_49.3,0.03222615818132215,0.6675894233450108,0.8775438365837366
C18,PFOA,664.3838_120.3,-0.03215922286603584,0.6682389051528946,0.8776787584045793
C18,PFOA,616.9293_46.5,-0.03204715882357997,0.6693268279866109,0.8783888462130094
C18,PFOA,475.3069_127.1,-0.03192112516122438,0.6705511911060534,0.8792766844160259
C18,PFOA,330.1794_75,0.03173248434457791,0.672385377179018,0.8809620656100603
C18,PFOA,269.2123_267.1,0.03162542960355658,0.6734271496798647,0.881124830395897
C18,PFOA,431.3168_109.4,-0.03152951762622779,0.6743610175189612,0.881124830395897
C18,PFOA,300.0466_32.2,-0.03148608946897139,0.6747840289823838,0.881124830395897
C18,PFOA,697.945_50.6,-0.03144696547401598,0.6751652030703262,0.881124830395897
C18,PFOA,125.0006_29.4,-0.03138249719811589,0.6757934795818219,0.881124830395897
C18,PFOA,328.8674_78.5,0.03137611638622772,0.6758556760634353,0.881124830395897
C18,PFOA,388.0308_52.6,0.03132515287014154,0.6763525177867571,0.881124830395897
C18,PFOA,445.3691_296.1,-0.031239055420904584,0.6771921965134016,0.8815032241719462
C18,PFOA,562.4831_159.5,-0.031032012889799385,0.6792130383261489,0.8833205294236703
C18,PFOA,633.0359_53.2,-0.030983282472786776,0.6796890055066872,0.8833205294236703
C18,PFOA,438.9437_37.3,0.030665052171639378,0.6828003789510293,0.8842248768425223
C18,PFOA,209.9013_172.9,0.03058231492476038,0.6836101890532187,0.8842248768425223
C18,PFOA,537.3473_194.7,-0.030578268503144598,0.6836498036160319,0.8842248768425223
C18,PFOA,134.8947_23.2,-0.030539228524268883,0.6840320502682462,0.8842248768425223
C18,PFOA,478.2943_133.3,0.030537847802057996,0.6840455706099298,0.8842248768425223
C18,PFOA,506.8739_48,-0.030528011048390077,0.6841418972151134,0.8842248768425223
C18,PFOA,305.2486_164.4,0.030494513276551453,0.6844699630257625,0.8842248768425223
C18,PFOA,123.902_33.3,-0.030309625393342598,0.686281752987862,0.8842248768425223
C18,PFOA,195.992_44.9,0.0302671274907194,0.6866984601184589,0.8842248768425223
C18,PFOA,187.877_26.4,0.030211057211336136,0.6872483937266587,0.8842248768425223
C18,PFOA,126.9047_276.7,0.03020185104581704,0.6873387028850857,0.8842248768425223
C18,PFOA,560.9782_45.2,-0.030178056228050035,0.6875721419418444,0.8842248768425223
C18,PFOA,243.1965_102.2,0.030154803339135602,0.6878002929359266,0.8842248768425223
C18,PFOA,140.9861_282,-0.030111865356663197,0.6882216627477612,0.8842248768425223
C18,PFOA,128.0046_48.9,0.03001988852543368,0.6891245957952611,0.8842248768425223
C18,PFOA,243.0622_32.8,-0.030012252624984352,0.6891995769034239,0.8842248768425223
C18,PFOA,295.2278_125.1,0.029821511976038946,0.691073544819847,0.884330485723595
C18,PFOA,109.9859_46.6,-0.029745195979175357,0.6918238526719042,0.884330485723595
C18,PFOA,320.2312_127,0.02972970614919759,0.6919761790396994,0.884330485723595
C18,PFOA,469.0295_52.4,0.02949051044157719,0.6943299854948533,0.884330485723595
C18,PFOA,241.0919_55.7,0.029444108277062737,0.694786945773969,0.884330485723595
C18,PFOA,293.2123_260.8,0.02944226442597251,0.6948051059653224,0.884330485723595
C18,PFOA,831.596_133.6,0.029406814663368714,0.6951542863923239,0.884330485723595
C18,PFOA,305.2392_158,0.02938256173552182,0.695393214860883,0.884330485723595
C18,PFOA,374.014_49.3,0.02938108796820948,0.6954077346920393,0.884330485723595
C18,PFOA,253.8096_260.5,-0.02934665510288642,0.6957470052317098,0.884330485723595
C18,PFOA,470.0329_52.4,-0.029341289274754385,0.695799880725162,0.884330485723595
C18,PFOA,333.9255_57.6,-0.029331767873686628,0.6958937093264177,0.884330485723595
C18,PFOA,626.3467_132,0.029202024041017485,0.6971727287819897,0.8849556996816104
C18,PFOA,544.9082_38.4,-0.029170010728011328,0.6974884486587147,0.8849556996816104
C18,PFOA,457.9517_42.9,-0.029082590001171176,0.69835086881022,0.885350035103004
C18,PFOA,362.3148_215.9,-0.02889637317460712,0.70018921572483,0.8869800246553686
C18,PFOA,156.9908_59,0.028751879210549936,0.7016168729686012,0.8880876034026852
C18,PFOA,193.0354_225.2,-0.02849993266514123,0.704108701273463,0.8901880335531016
C18,PFOA,901.5452_131.4,-0.028365705172684486,0.7054375413245503,0.8901880335531016
C18,PFOA,560.4768_161.2,0.028329492987298744,0.7057961915363544,0.8901880335531016
C18,PFOA,522.8479_57.6,-0.02832297759095232,0.7058607277542517,0.8901880335531016
C18,PFOA,215.0328_30.4,-0.028303925968668105,0.7060494496654818,0.8901880335531016
C18,PFOA,246.1792_133.5,0.028209317945099555,0.7069868849015469,0.8906702906334246
C18,PFOA,362.9117_57.4,-0.02801623770073041,0.7089014105923668,0.8916584475294648
C18,PFOA,302.9114_45.2,-0.027927970243094995,0.7097772527019051,0.8916584475294648
C18,PFOA,430.8991_57.3,0.027909419618723622,0.7099613714140546,0.8916584475294648
C18,PFOA,523.0013_50.5,0.027906187212904048,0.709993455415985,0.8916584475294648
C18,PFOA,647.3208_109.2,0.027801614128604886,0.7110316948076657,0.8922641674482436
C18,PFOA,280.0876_122.1,-0.027557159755654603,0.7134607977974339,0.8938517091692283
