platform,analyte,feature,estimate,p.value,p_adj
C18,PFOA,251.2017_145.8,0.16782443211437878,0.024327914529118883,0.4609585396368302
C18,PFOA,610.8798_45.1,-0.16763256208075197,0.024493474460724383,0.4609585396368302
C18,PFOA,564.5856_29.6,-0.1669304393042342,0.02510759753684246,0.4609585396368302
C18,PFOA,533.4573_163.1,0.16643466091908296,0.025549158414901945,0.4609585396368302
C18,PFOA,461.2496_116.3,0.16618548456885335,0.02577358940668108,0.4609585396368302
C18,PFOA,448.6682_29.5,-0.16580638946571635,0.026118278889341713,0.4609585396368302
C18,PFOA,241.0565_124.9,0.16579957385056157,0.02612451191792388,0.4609585396368302
C18,PFOA,613.902_42.9,-0.1657877326429261,0.026135343991870123,0.4609585396368302
C18,PFOA,336.7886_30.9,-0.1649647123746971,0.02689771607947467,0.46924819899518305
C18,PFOA,440.68_29.5,-0.1632154527600458,0.028581500474183633,0.4885424779629001
C18,PFOA,344.2808_155.3,-0.16318412633643417,0.028612456653278887,0.4885424779629001
C18,PFOA,370.9563_37.7,-0.16233235092421108,0.02946520556321317,0.49240944797266173
C18,PFOA,390.7096_29.4,-0.16197879255798034,0.02982548239718094,0.49240944797266173
C18,PFOA,506.6268_29.5,-0.1614412045454741,0.030380479010411066,0.49240944797266173
C18,PFOA,643.885_40.1,-0.16121824087438405,0.030613230569394766,0.49240944797266173
C18,PFOA,204.086_33.2,0.16115379483888487,0.030680787939314582,0.49240944797266173
C18,PFOA,498.6388_29.6,-0.15978590149159777,0.032144947408303974,0.49240944797266173
C18,PFOA,326.93_44.5,-0.15977004270499362,0.03216226449898978,0.49240944797266173
C18,PFOA,798.4173_29.7,-0.1596774208026837,0.03226356192879507,0.49240944797266173
C18,PFOA,266.0623_32.3,0.15944145959876252,0.03252285030463416,0.49240944797266173
C18,PFOA,707.8923_43.5,-0.15919456613250846,0.032796044255014326,0.49240944797266173
C18,PFOA,320.8588_29.8,-0.15917721276710642,0.032815319265433594,0.49240944797266173
C18,PFOA,298.8874_32,-0.15869245607819887,0.03335765590293915,0.49240944797266173
C18,PFOA,332.885_31.2,-0.15863388167650477,0.033423699862324165,0.49240944797266173
C18,PFOA,484.2766_109.2,0.15862874359960208,0.03342949844795361,0.49240944797266173
C18,PFOA,616.5531_29.7,-0.1582556904846687,0.0338527945259824,0.49240944797266173
C18,PFOA,716.8446_44.2,-0.15822533681596487,0.03388743526738165,0.49240944797266173
C18,PFOA,648.857_40.6,-0.15807932889717688,0.034054485186894363,0.49240944797266173
C18,PFOA,824.5453_133.7,0.1575214248818117,0.03469923506867714,0.4945175347207809
C18,PFOA,203.8899_29,-0.15698658290472967,0.035327008722812844,0.4945175347207809
C18,PFOA,421.9229_39.6,-0.15676256394777024,0.03559279352623316,0.4945175347207809
C18,PFOA,455.4109_151.9,0.15624822490820872,0.03620943121492518,0.4945175347207809
C18,PFOA,230.8999_31.8,-0.15600320354640806,0.03650634636256362,0.4945175347207809
C18,PFOA,884.5383_135.7,0.15535568873895744,0.037300916884486404,0.4945175347207809
C18,PFOA,297.2436_272.3,0.15517874960378483,0.03752056252007496,0.4945175347207809
C18,PFOA,555.9521_90.6,0.15466486365637022,0.0381646778301666,0.4945175347207809
C18,PFOA,462.9052_39.1,-0.15441525411304197,0.03848089218038069,0.4945175347207809
C18,PFOA,285.0652_114,0.15437975291013561,0.03852604523083054,0.4945175347207809
C18,PFOA,408.9332_38.4,-0.15431538106886694,0.03860803196826327,0.4945175347207809
C18,PFOA,307.2643_179.7,0.1542440247566529,0.03869908618627155,0.4945175347207809
C18,PFOA,850.5609_129.6,0.15387168775518728,0.03917714702501925,0.4945175347207809
C18,PFOA,558.5944_29.6,-0.15335446873851932,0.03984947239826255,0.4945175347207809
C18,PFOA,132.0302_236.6,0.1525480331402305,0.040917098873215305,0.4945175347207809
C18,PFOA,853.5801_134.2,0.1525428480915364,0.04092404027160297,0.4945175347207809
C18,PFOA,338.3148_245,0.15245943059859138,0.041035850133672995,0.4945175347207809
C18,PFOA,94.925_30.1,-0.15196690277635386,0.04170126031749095,0.4945175347207809
C18,PFOA,692.8833_43.2,-0.15179117438160517,0.04194085297913074,0.4945175347207809
C18,PFOA,608.3188_114.6,-0.15170076119669562,0.04206457405204436,0.4945175347207809
C18,PFOA,287.2229_268.6,0.15164558043622237,0.04214023357223154,0.4945175347207809
C18,PFOA,359.9984_49.1,0.15151071129029822,0.04232563619807304,0.4945175347207809
C18,PFOA,210.9368_39.8,-0.15108661672950371,0.042913096631966,0.4945175347207809
C18,PFOA,92.9272_30,-0.1509905652544566,0.04304709317360722,0.4945175347207809
C18,PFOA,363.3272_248.9,0.1509162659504518,0.04315098472893266,0.4945175347207809
C18,PFOA,274.9165_47,-0.15087916110798782,0.04320294646078032,0.4945175347207809
C18,PFOA,560.5914_29.6,-0.15083777016948352,0.04326097230558205,0.4945175347207809
C18,PFOA,359.2969_180.6,0.15067082902093948,0.04349566983675487,0.4945175347207809
C18,PFOA,562.5885_30,-0.1506132889240343,0.04357681046819168,0.4945175347207809
C18,PFOA,464.9594_40,-0.1502809722300438,0.044047913680796705,0.4945175347207809
C18,PFOA,271.228_117.6,0.15018576010949944,0.0441836726079481,0.4945175347207809
C18,PFOA,180.9721_40.7,-0.1499601448807633,0.04450676633577367,0.4945175347207809
C18,PFOA,796.4203_29.7,-0.14961753016933144,0.045001188155333875,0.4945175347207809
C18,PFOA,364.3305_250.9,0.14928717913255535,0.04548225283443359,0.4945175347207809
C18,PFOA,429.9203_40,-0.14919555447575114,0.04561643742615853,0.4945175347207809
C18,PFOA,344.8202_31.8,-0.14876133895985225,0.04625685329765034,0.4945175347207809
C18,PFOA,566.5825_29.8,-0.14856501337169103,0.04654886463813722,0.4945175347207809
C18,PFOA,366.875_31.8,-0.14845683835109807,0.04671041864836179,0.4945175347207809
C18,PFOA,614.3468_126.7,-0.14773612255825166,0.04779875536221982,0.4945175347207809
C18,PFOA,199.1704_131.6,0.147608603357286,0.0479935026158383,0.4945175347207809
C18,PFOA,286.8616_31.6,-0.14752106015237348,0.04812758090538221,0.4945175347207809
C18,PFOA,445.3325_159.6,0.14707232486342084,0.04881975739250549,0.4945175347207809
C18,PFOA,487.8938_39,-0.14680630465926228,0.04923399323026427,0.4945175347207809
C18,PFOA,382.8119_30.3,-0.146712129239986,0.04938133846911696,0.4945175347207809
C18,PFOA,502.6329_29.5,-0.1466621909175561,0.04945961982256046,0.4945175347207809
C18,PFOA,504.31_123,-0.14665059093670244,0.04947781826266647,0.4945175347207809
C18,PFOA,280.8268_31.1,-0.1461979177290656,0.05019234874913555,0.4945175347207809
C18,PFOA,241.2173_161.9,0.14608659337993896,0.05036937857026352,0.4945175347207809
C18,PFOA,249.0818_112.8,0.14596876529644617,0.050557315602125376,0.4945175347207809
C18,PFOA,387.2939_170.4,-0.14596381200380057,0.05056522889820199,0.4945175347207809
C18,PFOA,465.3062_150.2,0.14587643314694748,0.05070499313564822,0.4945175347207809
C18,PFOA,624.8956_43.4,-0.14582080023083493,0.050794146178412526,0.4945175347207809
C18,PFOA,625.895_41.6,-0.1455022473362252,0.05130714505757462,0.4945175347207809
C18,PFOA,222.0466_29.4,-0.14547804585808413,0.05134629436468616,0.4945175347207809
C18,PFOA,152.9776_43.5,-0.14547431242787223,0.05135233592198663,0.4945175347207809
C18,PFOA,358.9951_51.9,0.145401308465872,0.05147059191195826,0.4945175347207809
C18,PFOA,121.0294_187.2,0.14508460305857626,0.0519862293487341,0.4945175347207809
C18,PFOA,556.5973_29.6,-0.14495089443166578,0.052205206934365644,0.4945175347207809
C18,PFOA,103.0399_32,0.1447856733450207,0.05247684912433339,0.4945175347207809
C18,PFOA,665.8975_41,-0.14465839035504788,0.05268691491417666,0.4945175347207809
C18,PFOA,329.1761_75.4,0.14446146479191496,0.053013290555339154,0.4946879729146473
C18,PFOA,287.2228_141.4,0.14411264351737452,0.053595522174185256,0.49723013346570716
C18,PFOA,504.63_29.5,-0.1438983435391966,0.05395583716047703,0.497696084152676
C18,PFOA,327.9335_39.2,-0.1436373227289629,0.054397412279027856,0.49809641336896787
C18,PFOA,278.8297_31.4,-0.14332901168912243,0.05492283601748873,0.49809641336896787
C18,PFOA,379.1563_104.5,-0.14323871839061436,0.05507750581249141,0.49809641336896787
C18,PFOA,484.9379_41.5,0.14307826033464388,0.055353254165924244,0.49809641336896787
C18,PFOA,298.2469_133.3,0.1425322821962219,0.05630007943657654,0.49809641336896787
C18,PFOA,495.2968_33.7,0.1425292341900903,0.056305402524385824,0.49809641336896787
C18,PFOA,348.0655_33.6,0.14248318010204528,0.05638588271400599,0.49809641336896787
C18,PFOA,334.7916_30.9,-0.14208136216520104,0.057092101448514475,0.49809641336896787
C18,PFOA,300.9531_36.5,-0.1420040901085057,0.05722874455790391,0.49809641336896787
C18,PFOA,380.8148_30.3,-0.14184787602251725,0.057505807635799815,0.49809641336896787
C18,PFOA,96.96_26.4,-0.14184247357984855,0.05751540921806852,0.49809641336896787
C18,PFOA,500.6359_29.6,-0.1414151935347415,0.05827899637717381,0.49809641336896787
C18,PFOA,234.158_137.6,0.14121272954217626,0.05864372262792623,0.49809641336896787
C18,PFOA,98.9559_26.4,-0.1409847160823961,0.05905672275223834,0.49809641336896787
C18,PFOA,512.4767_172.4,0.1408861328458453,0.059236026054123474,0.49809641336896787
C18,PFOA,909.5504_140.6,0.14077939921065044,0.05943065812472309,0.49809641336896787
C18,PFOA,338.7855_30.8,-0.14070088771941458,0.059574161846281684,0.49809641336896787
C18,PFOA,409.9414_37.2,-0.14069476479164264,0.059585365337596154,0.49809641336896787
C18,PFOA,792.4263_30.6,-0.1403691414222764,0.0601836797205061,0.49951394785080755
C18,PFOA,134.0473_279.3,-0.14019239254243201,0.06051050820375555,0.49951394785080755
C18,PFOA,513.48_172.5,0.14009640483204228,0.06068861048654672,0.49951394785080755
C18,PFOA,168.9521_45.5,0.13985528464354424,0.061137902191904674,0.5006445562143215
C18,PFOA,225.1794_136.1,0.13965080682559794,0.06152105347708497,0.5012248265518852
C18,PFOA,306.0265_49.3,-0.13922613197613468,0.06232311004999442,0.5027104905424424
C18,PFOA,218.9499_41.7,-0.13918648029351194,0.06239843345736948,0.5027104905424424
C18,PFOA,635.4411_119.3,0.1390103083876359,0.06273399768687361,0.5027104905424424
C18,PFOA,258.2415_174.7,0.13885980223160435,0.0630218455597023,0.5027104905424424
C18,PFOA,225.186_140.3,0.13873077135378759,0.06326948229879961,0.5027104905424424
C18,PFOA,232.9656_35.3,-0.1382701084837754,0.0641601015758342,0.5044180134521906
C18,PFOA,199.9693_27.5,-0.13822980028564985,0.06423851703387183,0.5044180134521906
C18,PFOA,144.0411_216,-0.137987641518045,0.06471126499129037,0.5044180134521906
C18,PFOA,718.8602_39.2,-0.1379722023130657,0.06474150203810047,0.5044180134521906
C18,PFOA,371.2804_168.8,0.1374616441968004,0.0657479385870718,0.5074537785259808
C18,PFOA,193.9791_27.3,-0.13745381022304015,0.06576348033233895,0.5074537785259808
C18,PFOA,382.7214_29.3,-0.13692506706141475,0.06681940943413703,0.5085175851560202
C18,PFOA,274.2105_153.3,0.13681023774455184,0.06705054969785093,0.5085175851560202
C18,PFOA,632.3187_114.8,-0.1368051123455998,0.06706088182379825,0.5085175851560202
C18,PFOA,272.9292_31.3,-0.1365696606008817,0.067536924194950207,0.5085175851560202
C18,PFOA,278.9242_41.9,-0.13654721671974032,0.06758244536800294,0.5085175851560202
C18,PFOA,423.916_38.3,-0.13561691031425552,0.06949144393745975,0.5085175851560202
C18,PFOA,257.2399_174.8,0.13539177626424256,0.0699599592756364,0.5085175851560202
C18,PFOA,561.8821_39.1,-0.13527583094046927,0.07020224833520572,0.5085175851560202
C18,PFOA,199.0379_30.9,-0.13521827284007026,0.07032277989421444,0.5085175851560202
C18,PFOA,309.2712_182.8,0.13520734251029395,0.07034568794405409,0.5085175851560202
C18,PFOA,226.1894_139.9,0.13507786154929746,0.07061751944621232,0.5085175851560202
C18,PFOA,354.3016_200,0.13489965262579093,0.07099304648437255,0.5085175851560202
C18,PFOA,580.8694_39.3,-0.13480004310030191,0.07120365288364489,0.5085175851560202
C18,PFOA,107.0502_32.5,0.13476475134388166,0.0712783926667944,0.5085175851560202
C18,PFOA,273.2072_150.3,0.13476288206390696,0.07128235314705399,0.5085175851560202
C18,PFOA,87.9727_27.2,-0.13468705515856233,0.07144315993588048,0.5085175851560202
C18,PFOA,446.6711_29.5,-0.1346674112849415,0.07148486691226305,0.5085175851560202
C18,PFOA,266.8943_33.6,-0.13457230698224137,0.0716870678654182,0.5085175851560202
C18,PFOA,190.9551_43.1,-0.13446246584542929,0.07192117871053993,0.5085175851560202
C18,PFOA,607.3854_122.2,0.13430926369490148,0.07224874407721504,0.5085931326488164
C18,PFOA,540.9338_53.1,0.13406188529459442,0.07278022629742331,0.5100972192461328
C18,PFOA,438.8863_46.9,-0.13334797892837125,0.07433183493098332,0.5175449770273063
C18,PFOA,556.908_44.2,-0.1331428595543254,0.07478256594685938,0.5175449770273063
C18,PFOA,395.9267_39.7,-0.13304318649322305,0.07500238613028125,0.5175449770273063
C18,PFOA,488.9206_44.2,-0.13298421099122304,0.07513269759960271,0.5175449770273063
C18,PFOA,229.2084_151.8,0.13228522347080537,0.07669117484289723,0.5260228018070514
C18,PFOA,368.9406_39.2,-0.1319696025887321,0.07740340260321264,0.5280057636641912
C18,PFOA,860.538_137.7,0.13183918666396416,0.07769925396372362,0.5280057636641912
C18,PFOA,406.9174_50.6,-0.13141782984450764,0.07866135743774923,0.5280057636641912
C18,PFOA,298.2386_175.8,0.13126181346480215,0.07902002598548165,0.5280057636641912
C18,PFOA,382.9563_39.4,-0.13110445624630293,0.07938311188427404,0.5280057636641912
C18,PFOA,214.8365_29.2,-0.1310501122412768,0.07950881722141824,0.5280057636641912
C18,PFOA,444.6741_29.5,-0.1310411207368844,0.07952963130061211,0.5280057636641912
C18,PFOA,330.2732_200.9,0.13080890766796105,0.08006869538795351,0.5280057636641912
C18,PFOA,519.9346_41.8,-0.1306296902989045,0.08048674378462256,0.5280057636641912
C18,PFOA,346.9118_35.1,-0.1306277319925644,0.080491321485487,0.5280057636641912
C18,PFOA,437.9315_38.2,-0.13058168922190888,0.08059901065278931,0.5280057636641912
C18,PFOA,855.5956_134.8,0.12994378047721453,0.0821029841870827,0.5356719090254786
C18,PFOA,135.0301_30.3,-0.129615704736556,0.08288521777955683,0.5385861317254604
C18,PFOA,515.9067_39.7,-0.1291031775947832,0.08411921400620959,0.5424890838511537
C18,PFOA,258.9425_48.9,-0.1290559048562333,0.08423376993934258,0.5424890838511537
C18,PFOA,96.0091_127.1,0.1288408503104642,0.08475649228359716,0.5424890838511537
C18,PFOA,567.35_125.9,-0.1287078913607509,0.08508096835504586,0.5424890838511537
C18,PFOA,442.677_29.5,-0.1285448287919454,0.08548026897724087,0.5424890838511537
C18,PFOA,345.2436_128.5,-0.12853114087301593,0.08551385558525973,0.5424890838511537
C18,PFOA,852.5763_133,0.1281131948666997,0.08654448875261458,0.5468657655430961
C18,PFOA,263.9795_45.5,-0.1276977401548352,0.0875788118539162,0.5500621194845108
C18,PFOA,282.9579_35.8,-0.12763504063951261,0.08773576485235811,0.5500621194845108
C18,PFOA,413.9702_47.8,-0.12744813449962406,0.08820497414515908,0.550852075887083
C18,PFOA,854.5924_133.9,0.12707152250545617,0.08915651372974763,0.554636451690872
C18,PFOA,270.252_190,0.12661788213454675,0.09031353771212094,0.5596649730809039
C18,PFOA,659.5106_155.8,0.12639015527729297,0.09089886186451722,0.5611256665098082
C18,PFOA,316.0745_130.1,0.12552135538831982,0.09315976323390307,0.5618383351977492
C18,PFOA,386.7155_29.4,-0.12538811024493168,0.09351043455613378,0.5618383351977492
C18,PFOA,269.2487_185.1,0.12520674230559709,0.0939894406589903,0.5618383351977492
C18,PFOA,281.2397_167,0.12515520807804806,0.09412590168961374,0.5618383351977492
C18,PFOA,342.7337_29.7,-0.1250410005709623,0.09442888092824307,0.5618383351977492
C18,PFOA,501.8913_39.2,-0.12503817016533814,0.09443639949634455,0.5618383351977492
C18,PFOA,256.2362_175.8,0.12503207977554504,0.09445257935990349,0.5618383351977492
C18,PFOA,449.9167_39,-0.12488417789672818,0.0948461755587115,0.5618383351977492
C18,PFOA,365.2675_203.6,-0.12465508641429708,0.09545840447660618,0.5618383351977492
C18,PFOA,133.0143_29.7,-0.1246229742582007,0.0955444718634381,0.5618383351977492
C18,PFOA,268.2364_167.9,0.12462231500629893,0.09554623944349844,0.5618383351977492
C18,PFOA,197.9732_27.4,-0.12461878066364439,0.09555571613281195,0.5618383351977492
C18,PFOA,255.2329_175.9,0.12459552674023808,0.09561808585683795,0.5618383351977492
C18,PFOA,608.4771_155.1,-0.12426606096048509,0.09650522855442555,0.5618383351977492
C18,PFOA,827.5645_129.4,0.12417212163543634,0.09675936878047085,0.5618383351977492
C18,PFOA,205.8869_28.9,-0.12413836193712106,0.09685083064824447,0.5618383351977492
C18,PFOA,234.1579_48.3,0.12393065374838823,0.09741506363073815,0.5618383351977492
C18,PFOA,777.5484_129.7,0.1238621421113387,0.09760174374295216,0.5618383351977492
C18,PFOA,524.2786_132.5,-0.1238388203186356,0.09766535546428162,0.5618383351977492
C18,PFOA,446.3359_159.6,0.12354669805485198,0.09846492400604348,0.5644150108203564
C18,PFOA,209.0667_36,-0.12251084570045401,0.10134200338982848,0.5727025923975284
C18,PFOA,564.331_128.8,-0.1225041295733429,0.10136087172631507,0.5727025923975284
C18,PFOA,196.9233_25.1,-0.1222696720827857,0.10202129885372924,0.5727025923975284
C18,PFOA,96.0091_275.4,0.12211050842221405,0.10247156792087456,0.5727025923975284
C18,PFOA,200.1738_134.1,0.12207189708493768,0.10258103413493666,0.5727025923975284
C18,PFOA,537.9198_41.4,-0.1218838081101548,0.10311560103606027,0.5727025923975284
C18,PFOA,558.3332_140.8,0.12184351790190306,0.1032303947912349,0.5727025923975284
C18,PFOA,158.0612_79.7,0.12182527247973667,0.10328241227716976,0.5727025923975284
C18,PFOA,228.2049_151.8,0.12180160810459038,0.10334990991120444,0.5727025923975284
C18,PFOA,480.9543_45.7,-0.12142036656887398,0.10444212016413514,0.5727025923975284
C18,PFOA,878.5922_141.1,0.12130150136733833,0.1047845068230619,0.5727025923975284
C18,PFOA,467.2097_45.1,0.1212125724846229,0.10504124039623965,0.5727025923975284
C18,PFOA,160.0615_35.4,-0.12089519369620931,0.1059615364509107,0.5727025923975284
C18,PFOA,325.1844_108,-0.12085290401662496,0.10608464011628285,0.5727025923975284
C18,PFOA,271.1916_137.2,0.12084574643392415,0.10610548669270088,0.5727025923975284
C18,PFOA,336.2991_209.7,0.12081657003276569,0.10619049676382372,0.5727025923975284
C18,PFOA,234.1581_258.1,0.12076872204700362,0.10633002536115255,0.5727025923975284
C18,PFOA,267.233_153.1,0.12076750870338707,0.10633356544203332,0.5727025923975284
C18,PFOA,313.8262_252.4,0.12034304899351521,0.10757767528557903,0.575142277989454
C18,PFOA,234.9813_37.9,-0.12012898362453461,0.10820943106744346,0.575142277989454
C18,PFOA,518.9312_39.6,-0.12008311692957858,0.10834517215292293,0.575142277989454
C18,PFOA,313.0849_33.8,0.11970443400732764,0.10947098392710601,0.575142277989454
C18,PFOA,90.7563_88.9,0.11962044170177812,0.10972192843435824,0.575142277989454
C18,PFOA,334.2835_185.2,0.119539925464054,0.10996291046517118,0.575142277989454
C18,PFOA,442.9565_55.9,0.11950724185741166,0.11006084950615938,0.575142277989454
C18,PFOA,306.9192_34.6,-0.11949306047101257,0.11010336641828537,0.575142277989454
C18,PFOA,806.583_156.1,0.11942205331602457,0.11031644499404086,0.575142277989454
C18,PFOA,510.2921_111.5,0.11940422921367856,0.11036998231822547,0.575142277989454
C18,PFOA,301.2384_173.7,0.11918726753395735,0.1110232914129049,0.5766743777272245
C18,PFOA,450.9438_38,-0.11871770506249285,0.11244758788616349,0.5803988238940296
C18,PFOA,778.5605_130.5,0.11864879486151035,0.11265780578723762,0.5803988238940296
C18,PFOA,359.0842_129.5,0.11848932477799261,0.11314546414601151,0.5803988238940296
C18,PFOA,487.328_95.8,0.11847582853351425,0.11318681113945873,0.5803988238940296
C18,PFOA,219.9533_50.1,-0.1183385894849806,0.11360792625533458,0.5807029351586369
