"match_category_1","mz","match_category_3","theoretical_mz","lm_id","name","formula","monoisotopic_mass","adduct","adduct_mass","time","mz_min","mz_max","num_pres_all_samples","num_pres_biological_samples","median_cv","peak_score","qscore","max_intensity","sample_id","intensity"
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240822_020",13.9458278698932
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240822_026",11.6909146473208
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240822_032",11.0217087392916
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240822_038",22.5786862924401
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240822_044",12.9208831605271
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240822_050",12.7377649131602
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240822_056",12.9408274427914
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240822_062",21.2376276040089
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240822_068",14.6330235874304
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240822_074",13.0566292485682
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240822_080",22.5573020497572
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240822_086",21.428118301191
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240822_092",13.993017972433
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240822_098",13.4474190580991
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240822_104",22.7357855996791
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240822_110",21.124223060821
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240822_116",13.6742805576742
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240822_122",12.476201926839
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240822_128",23.5649009964449
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240822_134",21.7386462199721
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240822_140",22.1385886075426
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240822_146",22.0878001306144
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240822_152",13.595135075659
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240822_158",23.1083923680557
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240822_164",22.439905535546
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240822_170",21.3350944264374
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240822_176",23.8265804893464
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240822_182",21.116024769761
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240822_188",11.96401589988
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240822_194",21.0538193168214
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240822_200",9.29634268469289
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240822_206",20.9436850202488
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240822_212",21.8195326645469
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240822_218",22.0355818950157
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240822_224",23.0192187790333
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240822_230",22.0560960207163
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240822_236",22.5757028146564
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240822_242",22.0777318619578
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240822_248",23.4354989851565
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240822_254",23.4451532891581
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240822_260",20.7007693791532
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240822_266",22.8728578730278
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240822_272",22.3565018874079
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240822_278",22.6357021142461
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240830_002",22.5728846043175
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240830_008",23.3300746257581
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240830_014",11.3616970912605
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240830_020",13.7990235406144
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240830_026",20.9506596194883
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240830_032",21.3784753212282
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240830_038",21.6284085598515
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240830_044",20.2752385829494
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240830_050",23.4559071887502
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240830_056",20.9751334166166
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240830_062",22.4523471792289
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240830_068",13.2512530879127
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240830_074",22.9040695067438
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240830_080",21.120143948826
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240830_086",22.8020812697692
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240830_092",21.2000728501705
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240830_098",21.4266381215155
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240830_104",21.6532248835415
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240830_110",21.7959279557713
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240830_116",21.1901187897765
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240830_122",21.5172844410168
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240830_128",14.4488519232871
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240830_134",22.8036536519603
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240830_140",23.0830695247326
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240830_146",20.9751959155016
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240830_152",13.322899896005
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240830_158",20.954958850777
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240830_164",14.0638500652154
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240830_170",23.2597860839859
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240830_176",21.9913607083223
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240830_182",21.3484787692293
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240830_188",23.6719737406269
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240830_194",22.5061515010921
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240830_200",21.9539316946959
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240830_206",23.2059632953545
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240830_212",21.9098236265649
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240830_218",22.0739578586009
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240830_224",14.2893128829297
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240830_230",22.5548742297575
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240830_236",23.6958844662185
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240830_242",20.8581669616217
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240830_248",14.3734259538037
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240830_254",22.1930381853193
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240830_260",22.2958673118194
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240830_266",22.7782556356996
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240830_272",23.3519436040853
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240903_002",22.4724774338739
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240903_008",22.8017838919506
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240903_014",14.711890092283
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240903_020",13.2484020061434
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240903_026",10.9502642667573
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240903_032",14.3144345489602
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240903_038",13.8387902927672
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240903_044",11.5941379560119
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240903_050",14.6265503599264
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240903_056",13.7094769666293
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240903_062",14.7673077081262
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240903_068",14.2473045048515
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240903_074",12.6764309456724
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240903_080",11.3157156580222
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240903_086",9.89920584746971
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240903_092",14.3958186032356
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240903_098",13.73569351762
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240903_104",15.3875949795415
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240903_110",12.169142076888
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240903_116",10.0396045179538
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240903_122",11.5258633350955
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240903_128",13.212883909244
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240903_134",22.5165155128999
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240903_140",23.3834402479618
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240903_146",21.3975634011439
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240903_152",14.2714156084471
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240903_158",20.9036046752825
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240903_164",8.03672310600552
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240903_170",20.1221366557489
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240903_176",21.3296491479866
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240903_182",11.1343300517706
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240903_188",11.8196602011408
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240903_194",13.2675913915057
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240903_200",22.6613144402594
"Unique",102.056,"Unique",102.055,"LMFA08010016","3-oxobutanamide","C4H7NO2",101.04768,"M+H",1.007276,31.6,102.055648803711,102.056907653809,463,1,1,1,1,22274965.8,"sd_240903_206",13.9632031597082
